town,business_name,phone,address,website
"Bristol","local window cleaners","07951 342521","18 Hilltop Rd",""
"Bristol","DM the Window Cleaner","07756 355758","Speedwell Rd",""
"Bristol","SMS WINDOW CLEANING South Bristol","07932 460858","Chestnut House","https://www.freeindex.co.uk/profile%28sms-window-cleaning-services%29_591521.htm"
"Bristol","Extreme Clean Bristol Ltd","07821 245446","Fairlyn Dr","http://www.extremecleanbristol.co.uk/"
"Bristol","ProShine","07943 077942","Brentry Ln",""
"Bristol","Bristol Pressure Washing","07517 112399","91 Brynland Ave","https://www.bristolpressurewash.co.uk/"
"Bristol","Crystal Port Cleaning","07576 080260","Didsbury Cl","https://www.crystalportcleaning.co.uk/"
"Bristol","Sparkle shine cleaning Bristol","07377 381613","Galway Rd","https://www.facebook.com/share/1ZmEqjnixx/"
"Bristol","Cleaner Render Bristol","07979 086587","18a Maldowers Ln","https://www.guttercleaning-bristol.co.uk/"
"Bristol","E C Clean","07949 781381","8 Deep Coombe Rd","https://eccleanltd.wixsite.com/windowcleaning"
"Bristol","MAB window cleaning services","07791 680281","54a Elm Cl","https://mabwindowcleaningservicesbristol.framer.website/"
"Bristol","So Clear","07851 847079","Patchway","http://www.soclear.co.uk/"
"Bristol","Majestic Window Cleaning Bristol","07734 461671","Oakenhill Walk",""
"Bristol","Frank's window cleaning","07887 908118","15 St Anne's Ave","http://www.frankthewindowcleaner.com/"
"Bristol","Mark's Gutter Cleaning","07543 056558","Downend Road, Downend","http://www.marksguttercleaning.co.uk/"
"Bristol","RJ Teale Cleaning","07815 323763","7 Coulson's Rd","http://www.rjtealecleaning.co.uk/"
"Bristol","Frome Valley Window Cleaning","07976 607080","Park Ln","http://www.fromevalleywindowcleaning.co.uk/"
"Bristol","Cleaning Windows","07957 130437","15 Rosebay Mead",""
"Bristol","Clean Command Cleaning Services","07539 295668","","https://www.cleancommand.co.uk/"
"Bristol","Total External Clean","07704 715510","","https://www.tec-bristol.co.uk/"
"Bristol","GB Windows Cleaning Bristol","07894 803111","Moor Grove","http://gbwindowscleaning.co.uk/"
"Bristol","Maintain Clean Windows","07855 051579","Hengrove Rd",""
"Bristol","BOSS Window Cleaning","07484 201434","","https://bosswindowcleaning.co.uk/"
"Bristol","Stone’s Window Cleaning","07801 239375","Flat 11 Satchfield Cres",""
"Coventry","Pure Fresh Window Cleaning","07763 426638","Middlemarch Rd","http://www.purefreshwindowcleaning.co.uk/"
"Coventry","Deluxe Window Cleaning Coventry","07578 655553","","https://www.deluxewindowcleaning.co.uk/coventry/"
"Coventry","S.W.C.S Window Cleaning","07788 960912","44 Treherne Rd","http://www.swcswindowcleaning.co.uk/"
"Coventry","GM Exterior Cleaning","07501 350844","","https://www.gmexteriorcleaning.com/"
"Coventry","Sky Blue Window Cleaning","07771 121497","252 Humber Rd","https://www.facebook.com/windowandguttercleaners/"
"Coventry","Coventry Soft Wash Facade Cleaning","07874 309517","55 Barras Ln","https://www.cleanfacade.co.uk/"
"Coventry","Gc window & conservatory,gutter cleaning","07395 011182","36 Mount St",""
"Coventry","JB's window cleaning","07305 065199","14 Poole Rd",""
"Coventry","Coventry Clean and Clear","07766 595959","18 The Boxhill",""
"Coventry","Shine Bright Window Cleaning Services","07817 416562","23 Holloway Fld",""
"Coventry","RH External Cleaners","07471 501356","","http://rhexternalcleaners.com/"
"Coventry","Super Window Cleaning","07802 515339","","https://superwindowcleaning.uk/"
"Coventry","Jk cleaning service","07927 930177","11 Royal Cres",""
"Coventry","Sky High Window Cleaning Coventry","07305 713133","","https://skyhighwindowcleaning.com/coventry/"
"Coventry","Coventry External Cleaning","07986 286347","322 Lythalls Ln","https://coventryexternalcleaning.co.uk/"
"Coventry","Eco Glossy Windows","07365 135022","2 Beaumont Rd",""
"Coventry","Coventry Gutter Cleaning Services","07917 011073","5 Grove Rd","http://coventryguttercleaningservices.co.uk/"
"Coventry","Coundon Cleaning","07778 480860","Inversnaid, The Windmill Hill",""
"Coventry","Crystal Clear Coventry","07554 337285","","http://crystalclearcoventry.co.uk/"
"Coventry","Rise and shine window cleaning","07532 848020","","http://riseandshinewindowcleaning.info/"
"Coventry","Pure Water Window Cleaning","07842 228568","362 Hipswell Hwy","http://www.purewaterwindowcleaning.co.uk/"
"Coventry","My Trusted Window Cleaner","07428 249937","8 Stuart Rd","http://mytrustedwindowcleaner.com/"
"Coventry","TRUCARE CLEANING LTD - COVENTRY","07359 945045","Priory Pl","https://www.trucarecleaning.co.uk/"
"Coventry","Eco window cleaning","07459 481422","",""
"Coventry","Fresh Home Cleaning Ltd","07379 875115","101 Lockhurst Ln","https://widget.zenbooker.com/book/freshhomecleaningltd"
"Coventry","Warwickshire Window Cleaners","07708 382258","the parade",""
"Coventry","I Clean Reach and Wash Window Cleaning","07969 609779","29 Anderson Dr",""
"Coventry","Mojestic Detailing and Car valeting Coventry","07532 441116","280 Foleshill Rd","https://www.mojestic.co.uk/"
"Coventry","JT Window Cleaners","07737 493469","6 Bramley Croft","http://www.solihullwindowcleaners.com/"
"Coventry","Amj Cleaning Services","07576 898668","150 Three Spires Ave",""
"Coventry","LDP Window Cleaning Ltd","07883 318358","2 Croft Cl","http://www.ldpwindowcleaning.co.uk/"
"Coventry","window cleaning jhon","07438 601508","St Michael's Rd",""
"Coventry","RHC Cleaning Services","07414 255263","Union House, 111 New Union St","http://www.rhccleaningservices.co.uk/"
"Coventry","Polaris Cleaning services","07593 361706","Flat 6, 6 Bedford St",""
"Coventry","Ant Burton Window Cleaning","07414 871998","60 French Ave","https://windowcleaningtamworth.co.uk/"
"Coventry","Higher Window Cleaning Limited","07496 795046","111 Aylestone Ln","http://www.higherwindowcleaning.co.uk/"
"Coventry","OSM Cleaners","07743 363483","",""
"Coventry","Coventry Clean And Gleam","07791 696983","48 Gravel Hill",""
"Coventry","Coventry window tint","07724 449321","Unit 3 Alverstone Rd",""
"Coventry","Storm Window Cleaning & Maintenance","07977 010236","58 Copson St","http://www.stormwindowcleaning.co.uk/"
"Coventry","GG Gleam by Gosia Cleaning Services","07447 113150","68 Acorn St","https://gggleambygosia.co.uk/"
"Coventry","D&T Exterior Cleaning Ltd","07476 973360","","https://www.dtexteriorcleaning.co.uk/"
"Coventry","Cleaning Services Coventry Ltd","07970 346549","49 Chesham St","http://www.cleaningservicescoventry.com/"
"Coventry","Clearview Window Cleaning","07398 412558","","https://www.clearviewmidlands.uk/"
"Coventry","fusionwindowcleaning","07746 621586","","http://www.fusionwindowcleaning.com/"
"Coventry","M P Window Cleaners","07706 001395","17 Holbrook Rd","http://www.mpwindowcleaners.co.uk/"
"Coventry","Jalloh Clean","07448 567613","",""
"Coventry","J Gill & Son Window Cleaning","07709 322584","2 Greenleighs","https://jgillandsonwindowcleaning.co.uk/"
"Coventry","B's knees cleaning","07599 456400","2 Crescent Ave","http://www.bskneescleaningltd.co.uk/"
"Coventry","Lee's Window Cleaning Services","07931 200238","3 Bingley Rd",""
"Coventry","Accredited Roofing Coventry","07771 609465","15 Minster Rd","https://www.accreditedroofing.co.uk/"
"Coventry","The Window Cleaner","07414 551676","55 Kingsley Rd","https://032ck1963.wixsite.com/window"
"Coventry","Harrisons Window Cleaning","07376 913303","","http://www.harrisonswindowcleaning.com/"
"Coventry","Waterfront Window Cleaning Services","07930 303600","Pine Tree Cl",""
"Coventry","Jpec exterior cleaning","07711 066182","","http://jpecexteriorcleaning.com/"
"Coventry","Olia Cleaning Services","07939 150564","19 Weir Wy","https://www.oliacleaningservices.co.uk/"
"Coventry","KINGSWINFORD WINDOW CLEANING - COMMERCIAL","07846 462208","13 Grove Park","http://www.kingswinfordwindowcleaning.co.uk/"
"Coventry","A M Window Cleaners","07963 430859","34 Manders Croft",""
"Coventry","DG Window Cleaning & Cleaning Services","07465 409249","17 Southgate Dr","http://www.dgwindowcleaning.co.uk/"
"Coventry","DMC Window Cleaning","07545 149197","49 Park Way","http://dmcwindowcleaning.com/"
"Coventry","LR window cleaning","07905 536458","29 Spring Ln","https://lrwindowcleaning.co.uk/"
"Coventry","Daws and Birch Window Cleaning Services","07835 270360","Bernard St",""
"Coventry","Proclean4u Window Cleaning","07931 094881","32 Barkby Rd","http://www.proclean4u.co.uk/"
"Coventry","Kwabs Cleaning Services","07741 073919","",""
"Coventry","Apollo Window Cleaning","07773 889105","62 Nottingham Rd",""
"Coventry","JB Window Cleaning Leicester","07784 282924","","http://jbwindowcleaningleics.co.uk/"
"Coventry","Jet Wash Seal Window Cleaning","07754 405080","8 Hilston Ave","http://www.jetwashseal.co.uk/"
"Coventry","Pure Window Cleaning Services","07753 833844","130a Longridge Rd","http://www.purewindowcleaningservices.co.uk/"
"Coventry","Dream Clean Services","07568 374864","",""
"Coventry","K O Window Cleaning","07950 153789","Pye Green Rd","http://kowindowcleaning.co.uk/"
"Coventry","Brian Stubbs Window Cleaning","07976 803595","22 Westhead Ave","http://www.brianstubbs.com/"
"Coventry","Pureklean window cleaning services","07960 773678","2 Daffodil Cl",""
"Coventry","Pureflow Window Cleaning Services","07792 860864","2 Spinney Cl",""
"Coventry","G D Professional Window Cleaning","07811 778107","7 Himley Ave",""
"Leicester","Exterior Cleaning Xpert | Pressure Washing Services Leicester","07739 379129","7 Arnesby Cres","https://www.exteriorcleaningxpert.co.uk/"
"Leicester","K Garner’s Window Cleaning Ltd","07920 779765","107 Wigston Ln",""
"Leicester","A. Hawker Cleaning & Maintenance","07741 850630","191 Wigston Ln","http://ahawkercleaningandmaintenance.co.uk/"
"Leicester","The Professionals - Window Cleaner Leicester","07849 105466","66 Nevanthon Rd","http://www.windowcleanerleicester.com/"
"Leicester","K's Window Cleaning Service","07526 364581","","https://kswindowcleaning.co.uk/"
"Leicester","Top Notch Window Cleaning Services - Leicester Window Cleaning","07915 431044","2 Willow St","https://www.facebook.com/share/1bzeaAquq9/"
"Leicester","Safe'N'Clean","07734 589833","158 Braunstone Ln","http://www.safenclean.co.uk/"
"Leicester","JWS Pressure Washing & Roof Cleaning Service Ltd.","07450 544574","62 Clarke St","http://jwscleaning.co.uk/"
"Leicester","Eazi Cleaning Solutions Ltd","07754 793875","29 Dunholme Rd","https://www.eazicleaningsolutions.co.uk/"
"Leicester","Leicester Proclean Ltd.","07801 731628","3 Waudby Cl","http://leicesterproclean.co.uk/"
"Leicester","Bourn2clean Cleaning Services","07850 427600","54 Stackyard Cl","http://www.bourn2clean.co.uk/"
"Leicester","Grant's Cleaning Services","07914 152951","57 Holmfield Ave","http://grantscleaningservices.co.uk/"
"Leicester","Spencers Window Cleaning","07834 339510","57 Main St",""
"Leicester","Forest House Window Cleaning Services","07940 065189","154 Forest House Ln",""
"Leicester","GleamXStream","07513 758185","Leicester Rd","https://www.instagram.com/gleamxstream/"
"Leicester","Clarity window cleaning","07533 991561","37 Lilac Way",""
"Leicester","Kilworth Window Cleaning Ltd","07585 374123","Post Office, Lutterworth Rd","https://kilworth.uk/"
"Leicester","Advance Cleaning (Leicester)","07903 585232","43 Cork Ln","https://www.advancecleaning.co.uk/"
"Leicester","Jet Kings Leicester Pressure Washing Service","07954 028819","80 Holmden Ave","http://www.jetkings.co.uk/"
"Leicester","Star city cleaning services","07391 352446","Apartment 48 A Block, 69 Bradgate St",""
"Leicester","Cleanwell Leicester Ltd","07946 274944","","https://www.cleanwellleicester.co.uk/"
"Leicester","E&D Home Cleaners and Gardeners","07939 636041","4 Brook Furlong Dr","https://www.gumtree.com/p/domestic-cleaning-services/ed-home-cleaners-gardening-regular-one-off-end-of-tenancy-clean/1487486016"
"Leicester","AAA Cleaning Services","07702 319000","9 Main St",""
"Leicester","R&R traditional window cleaning","07857 185045","The Leys",""
"Leicester","Shine & Bright Window Carpet & Gutter Cleaning","07835 048734","Mickley Lodge","http://www.shineandbrightwindowcleaning.co.uk/"
"Leicester","Leicester Jet Wash Cleaning","07862 265412","72 Darien Way","https://www.leicesterjetwashers.com/"
"Leicester","Vida Cleaning Services Ltd","07971 280538","136 Shilton Rd","http://vidacleanglass.com/"
"Leicester","Charles Window Cleaning & Gutter Cleaning & Pressure Washing & Roof Cleaning","07575 155755","The Grove",""
"Leicester","Britain Cleaning Solutions: Commercial Cleaning in Leicester, Uk","07732 198384","New Walk House, 108 New Walk","http://www.britaincleaning.co.uk/"
"Leicester","BrightClean - End Of Tenancy Specialists","07368 677486","",""
"Leicester","Parkers Window Cleaning Services","07745 550546","6 St Marys Ct",""
"Leicester","Alpha View Window Cleaning","07484 318048","5 The Crescent",""
"Leicester","Instant Cleaning Services UK","07888 000991","25 Church Gate","http://www.instantcleaninguk.co.uk/"
"Leicester","CWH Cleaning Services","07900 684732","68 Overpark Ave","http://www.cwhcleaningservices.co.uk/"
"Leicester","Sam's Pro Clean","07974 169828","12 Charlecote Ave",""
"Leicester","Wash & Go Window Cleaning","07709 324757","140 Saffron Ln","http://www.washgo.co.uk/"
"Leicester","Sky High Leicester","07754 084567","","https://skyhighwindowcleaning.com/leicester"
"Leicester","Crystal Clean Services","07824 312738","12 Alexander Rd","http://crystalcleanservices.co.uk/"
"Leicester","DN Eco Friendly Cleaners Ltd","07949 825046","60 Rosamund Ave","https://dn-ecocleaners.co.uk/"
"Leicester","Commercial Cleaning Leicester","07803 159162","29 Ashlyns Rise","https://1stchoice4cleaning.com/"
"Leicester","Affordable Cleaners Leicester","07587 487356","10 Biddulph St",""
"Leicester","Purewaterclean-Leicestershire","07970 025217","Station Rd",""
"Leicester","Impact Cleaning Hygiene","07973 738098","15 Guestwick Grn","http://www.impactcleaningleicester.co.uk/"
"Leicester","SNJ Window Cleaning and Gutter Clearing Services","07759 434759","3, Briar, Rose Dl",""
"Leicester","Sparkles reach and wash","07513 144365","","http://www.sparklesreachandwash.co.uk/"
"Leicester","KDR Cleaning Services Limited","07421 117979","Woodboy St","https://kdrcleaningservices.co.uk/"
"Leicester","CP Window Cleaning","07805 820022","Hazlewood Cres",""
"Leicester","M B Cleaning Services","07758 215348","18 Heather Way","http://www.mbcleaningservices.co.uk/"
"Leicester","STORM WINDOW CLEANERS","07504 924936","2 Franklin Cottages, Desford Road, Newtown Unthank","http://www.stormwindowcleaning.co.uk/"
"Leicester","Loughborough Window Cleaners","07843 712942","55 North St",""
"Leicester","Emergency Glazing Services","07534 488929","","http://www.emergencyglazingleicester.co.uk/"
"Leicester","The Window Cleaner High Street Walton Leicestershire","07971 026871","4 High St",""
"Leicester","PK Window Cleaning","07446 114066","17 Nathaniel Rd","https://www.pkcleaning.com/"
"Leicester","Professional deep clean service","07810 377860","","https://professionaldeepclean.co.uk/"
"Leicester","N.J.Window Cleaning","07806 558469","7 Masefield Cres",""
"Leicester","GlenClean Window Cleaning est 2016","07748 025969","20 Gees Lock Cl","http://www.glenclean.co.uk/"
"Leicester","Tony Window Cleaning","07786 962724","99 Aylestone",""
"Leicester","Advance Maintenance Leicester","07561 371276","43 Cork Ln","http://www.gardeningmaintenanceleicester.co.uk/"
"Leicester","domestic cleaning-leicester","07858 137274","21A Radford Dr",""
"Leicester","Battima cleaning services Ltd","07424 187626","","https://www.battimacleaningservicesltd.co.uk/"
"Leicester","A2Z Cleaning","07802 871687","2, Abbey Business Park, 30 Friday St","https://www.a2zcleaning.co/"
"Leicester","Good Cleans Leicester","07494 457206","81-83 Humberstone Gate","https://goodcleans.wixsite.com/mysite"
"Leicester","4 Seasons cleaning services","07762 616269","3 Guilford Rd","http://www.4seasonscleaningservices.co.uk/"
"Leicester","Leese Window Cleaning","07922 525939","Leese Window Cleaning, 35 Lincoln Ave","http://www.lwc-uk.com/"
"Leicester","R.D.Y WINDOW CLEANING","07765 414248","52 Granby Rd",""
"Leicester","T G Hot Pure water window cleaning","07900 892141","79 Fosterd Rd",""
"Leicester","Keen To Cleaning","07405 712896","","https://keentocleaning.com/"
"Leicester","JMR Window Cleaning","07825 137461","Boyer St","http://thejmr.co.uk/"
"Leicester","NG PureWater Window Cleaning","07399 383270","21 Rivermead","http://www.facebook.com/ngpwc"
"Leicester","The Window Cleaner","07950 726722","4 Thetford Cl","http://windowcleanerharborough.co.uk/"
"Leicester","Hart Window Cleaning","07525 536754","30 Buckingham Dr",""
"Leicester","Purposive Cleaning Services","07979 802575","19 Vernon Rd","https://purposivecleaning.co.uk/"
"Leicester","A J Garners","07546 941642","","http://www.facebook.com/ajgarners"
"Cardiff","Roberts Window Cleaners","07773 759993","51 Bwlch Road","http://www.cardiffwindowcleaners.co.uk/"
"Cardiff","Cardiff Window Cleaning Ltd","07918 747374","","http://www.cardiffwindowcleaning.com/"
"Cardiff","JLW Window Cleaning Cardiff","07454 947402","18 Vista Rise","http://www.jlwwindowcleaningcardiff.co.uk/"
"Cardiff","Pure window cleaning Cardiff","07759 131214","Bryn-Y-Nant",""
"Cardiff","A&K Window and Gutter Cleaning","07752 353818","Heol Pontprennau","http://www.reachwindowcleaning.co.uk/"
"Cardiff","Nano Glaze","07376 802984","21 Clos-Y-Blaidd","https://nanoglaze.co.uk/"
"Cardiff","GJ Window Cleaning","07985 486310","flat 2, 440 Cowbridge Rd E","https://www.gjwindowcleaning.co.uk/"
"Cardiff","Cardiff Window Cleaning Services","07919 404966","40 Queen St","https://cardiff-window-cleaning.co.uk/"
"Cardiff","Pane & Simple Exterior Cleaning","07415 748699","18 Cwrt Pen-Y-Bryn","https://www.paneandsimplecleaning.co.uk/"
"Cardiff","C&C Cleaning Services","07588 135186","19 Clos Ysgallen","https://cccleaningservices.simvoly.com/"
"Cardiff","Bluewater Window Cleaning","07583 500600","","https://www.bluewatercleaning.co.uk/"
"Cardiff","West Window Cleaning Services","07933 365159","","https://westwindowcleaner.com/"
"Cardiff","Clean & Shine Window and Gutter Cleaning Cardiff","07821 965787","","https://cleanandshinecardiff.co.uk/"
"Cardiff","PureStream Cardiff Window Cleaning","07519 560046","48 Clos Cwm Creunant","https://www.purestream-cleaning.co.uk/"
"Cardiff","Be Kind Cleaning Services","07926 448632","","http://www.bekindcleaning.co.uk/"
"Cardiff","CLH’s Spotless Clean","07436 272899","12 Wyndham Pl",""
"Cardiff","Penarth Window Cleaning","07923 085845","","https://www.penarthwindowcleaning.com/"
"Cardiff","Muck Movers Gutter Cleaning Cardiff","07823 556846","14 Douglas Cl",""
"Cardiff","Squeaky Clean Wales","07974 260912","14 Frewer Ave",""
"Cardiff","J Davies Window Cleaning","07584 420041","17 Bedlinog Terrace","http://jdavieswindowcleaning.co.uk/"
"Cardiff","The Window Cleaner Cardiff","07904 779664","78 Whitworth Square",""
"Cardiff","Fluid Finish Window Cleaners","07852 192908","22 Glenrise Cl",""
"Cardiff","JJreviveadrive","07979 648937","7 Bridgwater Rd","http://jjreviveadrive.com/"
"Cardiff","The Cleaning Bee Cardiff","07990 831466","6 Clive Pl","http://www.cleaningbeeonline.com/"
"Cardiff","Reflections Window Cleaning","07419 740701","Vincent Rd",""
"Belfast","Clean Vision","07522 126730","25 Coolnasilla Ave","http://www.cleanvision.org.uk/"
"Belfast","C-Thru Cleaning Specialists","07518 435553","38 Forthriver Dl","https://www.c-thruwindowcleaningspecialists.co.uk/"
"Belfast","Mitchell Professional Cleaning","07540 813356","Somerton Rd","http://www.mitchellpcs.com/"
"Belfast","Northern Cleaning Services","07889 742460","21 Belfield Heights","http://www.norcleanservices.com/"
"Belfast","Clean all external cleaning services","07793 234755","Ormeau Rd","https://cleanallexternalservices.com/"
"Belfast","Elite Clean & Maintenance Ltd","07842 008810","","http://www.elitecleanmaintenance.co.uk/"
"Belfast","JMS Services","07518 654079","66 Ravenswood Park","http://www.jmsbelfast.com/"
"Belfast","JWE Window Cleaning","07899 843275","58 Casaeldona Park",""
"Belfast","Nefelis Dream","07479 862694","120 Rosebery Rd","http://nefelisdream.com/"
"Belfast","Reaville window washing","07846 182317","Reaville Park",""
"Belfast","Sky SCAPE NI","07714 444995","Hamilton Rd","https://www.skyscapeni.co.uk/"
"Belfast","TotalClean Window Cleaning Services","07516 251363","","http://www.totalcleanwindowcleaningservices.com/"
"Belfast","SoClean NI","07545 845672","9 Hamilton Gardens","http://www.socleanni.co.uk/"
"Belfast","Masterglass Belfast Exterior Cleaning Company","07546 340976","65 Ardmore Ave","http://masterglassbelfast.com/"
"Belfast","QuickWash NI","07907 654296","9 Cairnmore Ave","http://www.quickwashni.com/"
"Belfast","Pure Clean Window Cleaning","07751 751835","","https://www.purecleanbangor.co.uk/"
"Belfast","NF Window Cleaning LTD","07929 131217","31 Drumreagh Rd","https://www.nfwindowcleaning.co.uk/"
"Belfast","Whitehouse Outdoor Services","07969 420161","95 Tudor Park","http://www.whitehouseservicesni.co.uk/"
"Belfast","Cj Window Cleaning","07522 155371","17 Cunningburn Rd","http://www.cjwindowcleaning.co.uk/"
"Belfast","Prime Cleaning Solutions - Belfast","07900 006601","18 Ormeau Ave","https://primecleaningsolutions.co/"
"Belfast","Elevate Exterior Cleaning Services","07594 307260","14 Earl Haig Park","https://elevateec.co.uk/"
"Belfast","Sparkly Clean","07496 802159","","http://sparkly-clean-ni.co.uk/"
"Belfast","Time for You","07805 585294","41 Lansdowne Rd","http://www.timeforyou.cleaning/UK/HOME-CLEANING/BELFAST"
"Belfast","EcoClean Window Cleaning","07850 118074","28 Windermere Dr","https://ecocleanwindowcleaningni.co.uk/"
"Belfast","TCS Window cleaning services","07885 620736","44 Ardmore Ave",""
"Belfast","Blackmountain Exterior Cleaning","07716 087719","Black Mountain Walk","https://www.yell.com/s/wheelie+bin+cleaning-belfast.html"
"Belfast","OBoyle Cleaning Services","07939 482569","4 Lake Glen Parade","https://www.oboylecleaning.com/"
"Belfast","DPMNI Ltd","07446 950762","Office 3:01, Innovation Factory, 385 Springfield Rd","https://www.dpmni.co.uk/"
"Belfast","Diamond Cleaning Co","07712 695850","24 Fruithill Park","https://diamondcleaningco.co.uk/"
"Belfast","Anthony Russell exterior cleaning services","07783 391029","Rochester Ave","https://www.anthonyrussellecs.co.uk/"
"Belfast","Apex Cleaning NI","07800 984803","Unit 52, Glenwood Business Centre",""
"Belfast","Castlereagh Cleaning Company","07738 007914","Castlereagh Rd",""
"Belfast","All Gutter Cleaning","07790 314729","51 Rocky Rd",""
"Belfast","The Clean Machine Belfast","07414 471127","",""
"Belfast","Mind Reflection LTD","07400 992785","Unit 869, Moat House, 54 Bloomfield Ave","https://mindreflection.co.uk/"
"Belfast","GDM Pro Clean","07368 510025","",""
"Belfast","Belfast window Cleaning (Rutherford Cleaning Services)","07809 724041","",""
"Nottingham","Shiny Windows - Window & Gutter Cleaning","07826 852378","2 Leybourne Dr","https://www.shinywindows.uk/"
"Nottingham","Sev Window Cleaner - Spotless Window Cleaning","07788 141210","54 Conway Cl","https://sevwindowcleaner.wixsite.com/home"
"Nottingham","Sunshine Window Cleaning","07934 783471","Ramsey Dr","https://nottinghamclean.co.uk/"
"Nottingham","Matt Window Cleaning Nottingham","07741 518057","2 Holme Lodge","https://www.facebook.com/MattWindowCleaningServices"
"Nottingham","SPOTFREE Cleaning Services","07735 988746","22 Brownlow Dr","https://spotfreeclean.co.uk/"
"Nottingham","Joe's Window Cleaning","07460 694677","41 Osborne St","http://www.joeswindowcleaning.co.uk/"
"Nottingham","Sky High Window Cleaning Nottingham","07917 605119","Grenville Dr","https://skyhighwindowcleaning.com/nottingham/"
"Nottingham","Mr. Stretch Window Cleaning","07507 139443","","http://www.mrstretchwindowcleaning.com/"
"Nottingham","SUPREME WATER LTD","07803 726900","119 Harcourt Cres","https://www.supremewater.co.uk/"
"Nottingham","The Gleam Machine window cleaning","07507 037476","6 Gregory Ave","https://www.thegleammachine.co.uk/"
"Nottingham","Ocean Clear Windows","07710 482690","",""
"Nottingham","Pristine Clean Exterior Cleaning Ltd","07787 160114","","http://www.pristinecleannottingham.co.uk/"
"Nottingham","Sanders Window Cleaners","07894 632124","42 Leybourne Dr",""
"Nottingham","AJ window cleaning notts","07437 019094","3 Ludford Cl","http://www.ajwindowcleaningnotts.com/"
"Nottingham","Capewell Window Cleaning Company","07790 250735","","http://www.tcwcc.co.uk/"
"Nottingham","Absolute Window Cleaning","07414 740867","13 Fraser Rd",""
"Nottingham","Probitas Window Cleaning Ltd","07814 596597","","https://www.probitaswindowcleaning.co.uk/"
"Nottingham","Modern cleaning services","07825 152593","Bolton Cl","http://www.modern-cleaning.co.uk/"
"Nottingham","Andrew's Window Cleaning","07505 132026","154 Rolleston Dr","http://www.andrewswindowcleaning.com/"
"Nottingham","Crystal Clean Window Cleaning Beeston, Nottingham","07905 124963","6 Ashfield Ave","http://www.crystalcleanwindowcleaning.co.uk/"
"Nottingham","West Bridgford Window Cleaning and Gutter Cleaning","07966 363930","Greythorn Dr","https://www.facebook.com/WestBridgfordWindowCleaning"
"Nottingham","Hope Gutter Cleaning Nottingham","07971 020784","28 Potters Hollow","https://www.guttercleanuk.org/"
"Nottingham","All Washed Up Services","07743 944261","125 Andover Rd",""
"Nottingham","Pure Windows - Window Cleaning and Solar panel cleaning service","07594 426565","13 Silverwood Rd","http://purewindowsnotts.co.uk/"
"Nottingham","Blue Sky Window Cleaning","07500 006671","",""
"Nottingham","Splash Window Cleaners","07816 888733","Unit 1, Coppice Side Venture Park, North St","http://www.splashcleaners.co.uk/"
"Nottingham","Smart Water Window Cleaning","07716 482206","","https://smartwaterwindowcleaning.co.uk/"
"Nottingham","AB Window cleaners & property maintenance","07795 416475","",""
"Nottingham","Ryan's Gutter Cleaning","07743 255091","83 Spinney Rd","http://www.ryansguttercleaning.com/"
"Nottingham","Local cleaners 4 u Ltd","07852 533272","Bridgford Business Centre, 29 Bridgford Rd","http://www.localcleaners4u.co.uk/"
"Nottingham","T.McDermott Window Cleaning","07957 463091","",""
"Nottingham","Becks Window Cleaning Services","07891 315162","46 Birling Cl","https://www.facebook.com/beckswindowcleaningservices"
"Nottingham","Sparkling Panes Window cleaners","07368 665723","",""
"Nottingham","KAM Window Cleaning","07545 850018","","https://kamwindowcleaning.co.uk/"
"Nottingham","The Nottingham Cleaning Company LTD","07707 221964","12 Broadway","http://www.thenottinghamcleaningco.co.uk/"
"Nottingham","Crystal Shine Cleaning Services Nottingham Ltd","07946 014606","107 Arleston Dr","http://www.crystalshinecleaning.com/"
"Newcastle upon Tyne","Northern Shine | Window Cleaning Newcastle Upon tyne","07419 020440","71 Grainger St","https://www.northernshine.co.uk/"
"Newcastle upon Tyne","Ash's Window cleaning Windows gleaming LTD","07700 161242","metro riverside park, 7 & 8 Delta Bank Rd",""
"Newcastle upon Tyne","Daniels Window Clean","07575 323223","",""
"Newcastle upon Tyne","Cdscleaningsolutions ltd","07440 570888","38 Acton Pl","https://cdscleaningsolutionsexteriorcleaningservices.co.uk/"
"Newcastle upon Tyne","Dave bell window cleaning services","07399 057871","19 Trevelyan Dr",""
"Newcastle upon Tyne","WINDOW CLEANING NE","07895 645377","2 Ashleigh Grove","http://www.windowcleaning-ne.co.uk/"
"Newcastle upon Tyne","TyneShine window and exterior cleaning","07591 918150","Langley Mere",""
"Newcastle upon Tyne","L. White Commercial Window Cleaning Services","07985 504331","Unit 28, Atley business park","http://www.lwhitewcs.co.uk/"
"Newcastle upon Tyne","A.T.Window cleaning company","07481 777956","116 Denton Vw",""
"Newcastle upon Tyne","JG Exterior Cleaning","07446 232294","",""
"Newcastle upon Tyne","Williams window and external cleaning services","07565 318191","","https://www.williamswindowsandexternalcleaningservices.co.uk/index.html"
"Newcastle upon Tyne","Clean As A Gem - House Cleaning Newcastle Upon Tyne, One-off Oven & Deep Cleans","07552 370702","15 Howick Dr",""
"Newcastle upon Tyne","R-CLEAN LTD Window Cleaning","07977 755666","","http://www.r-clean.co.uk/"
"Newcastle upon Tyne","Cragside Window Cleaning","07549 957216","","https://www.facebook.com/profile.php?id=61585331657093"
"Newcastle upon Tyne","Cleaning Motion","07734 925858","15, 93A Grey St","http://cleaningmotion.com/"
