Account Number,Date,Amount (£)
RWC2,19/11/2024,20
RWC2,11/12/2024,20
RWC2,14/01/2025,20
RWC2,11/02/2025,20
RWC2,11/03/2025,20
RWC2,08/04/2025,£22
RWC2,06/05/2025,£22
RWC2,02/06/2025,£22
RWC2,01/07/2025,£22
RWC20,16/09/2024,20
RWC20,14/11/2024,20
RWC20,09/01/2025,
RWC20,09/01/2025,20
RWC20,06/03/2025,20
RWC20,29/04/2025,£20
RWC20,25/06/2025,£20
RWC200,13/08/2024,12
RWC200,09/09/2024,12
RWC200,09/10/2024,12
RWC200,06/11/2024,12
RWC200,03/12/2024,6
RWC200,02/01/2025,12
RWC200,25/03/2025,£12
RWC200,23/04/2025,£8
RWC200,20/05/2025,£12
RWC200,17/06/2025,£12
RWC202,22/08/2024,22
RWC202,17/10/2024,22
RWC202,10/12/2024,22
RWC202,05/02/2025,22
RWC202,02/04/2025,£22
RWC202,27/05/2025,£22
RWC203,06/08/2024,15
RWC203,01/10/2024,16
RWC203,01/10/2024,7
RWC203,30/10/2024,15
RWC203,28/11/2024,7.5
RWC203,17/12/2024,15
RWC203,21/01/2025,15
RWC203,18/02/2025,7.5
RWC203,17/03/2025,15
RWC203,15/04/2025,£15
RWC203,12/05/2025,£15
RWC203,09/06/2025,£15
RWC203,08/07/2025,£15
RWC204,13/08/2024,15
RWC204,09/09/2024,15
RWC204,10/10/2024,15
RWC204,06/11/2024,15
RWC204,03/12/2024,15
RWC204,02/01/2025,15
RWC204,28/01/2025,15
RWC204,25/02/2025,15
RWC204,25/03/2025,£15
RWC204,23/04/2025,£15
RWC204,20/05/2025,£15
RWC204,17/06/2025,£15
RWC205,27/08/2024,15
RWC205,24/09/2024,15
RWC205,23/10/2024,15
RWC205,19/11/2024,15
RWC205,12/12/2024,15
RWC205,14/01/2025,15
RWC205,11/02/2025,15
RWC205,11/03/2025,15
RWC205,08/04/2025,£18
RWC205,06/05/2025,£18
RWC205,02/06/2025,£18
RWC205,01/07/2025,£18
RWC206,05/08/2024,30
RWC206,04/10/2024,30
RWC206,27/11/2024,30
RWC206,20/01/2025,30
RWC206,17/03/2025,30
RWC206,12/05/2025,£30
RWC206,07/07/2025,£30
RWC207,06/08/2024,15
RWC207,04/09/2024,15
RWC207,04/10/2024,15
RWC207,30/10/2024,15
RWC207,27/11/2024,15
RWC207,20/01/2025,15
RWC207,17/02/2025,15
RWC207,17/03/2025,15
RWC207,14/04/2025,£18
RWC207,12/05/2025,£18
RWC207,09/06/2025,£18
RWC208,17/09/2024,15
RWC208,16/10/2024,15
RWC208,14/11/2024,15
RWC208,10/12/2024,15
RWC208,09/01/2025,15
RWC208,05/02/2025,15
RWC208,06/03/2025,15
RWC208,03/04/2025,£15
RWC208,02/05/2025,£15
RWC208,28/05/2025,£15
RWC208,30/06/2025,£15
RWC209,06/08/2024,22
RWC209,04/10/2024,22
RWC209,27/11/2024,22
RWC209,20/01/2025,22
RWC209,17/03/2025,22
RWC209,12/05/2025,£22
RWC209,07/07/2025,£22
RWC21,17/09/2024,30
RWC21,12/11/2024,30
RWC21,08/01/2025,30
RWC21,04/03/2025,30
RWC21,29/04/2025,£30
RWC21,23/06/2025,£15
RWC210,20/08/2024,20
RWC210,17/09/2024,20
RWC210,15/10/2024,20
RWC210,12/11/2024,20
RWC210,05/12/2024,20
RWC210,08/01/2025,20
RWC210,30/01/2025,20
RWC210,04/03/2025,20
RWC210,01/04/2025,£20
RWC210,28/04/2025,£22
RWC210,27/05/2025,£22
RWC210,23/06/2025,£22
RWC212,22/08/2024,12
RWC212,17/09/2024,12
RWC212,18/10/2024,12
RWC212,14/11/2024,12
RWC212,10/12/2024,12
RWC212,13/01/2025,12
RWC212,06/02/2025,12
RWC212,06/03/2025,12
RWC212,03/04/2025,£12
RWC212,01/05/2025,£12
RWC212,28/05/2025,£12
RWC212,30/06/2025,£12
RWC213,23/09/2024,22
RWC213,19/11/2024,22
RWC213,16/01/2025,22
RWC213,10/03/2025,22
RWC213,06/05/2025,£22
RWC213,02/07/2025,£22
RWC214,09/10/2024,18
RWC214,06/11/2024,18
RWC214,03/12/2024,18
RWC214,02/01/2025,18
RWC214,28/01/2025,18
RWC214,26/02/2025,18
RWC214,25/03/2025,£18
RWC214,23/04/2025,£18
RWC214,20/05/2025,£18
RWC214,17/06/2025,£18
RWC215,02/09/2024,15
RWC215,23/09/2024,15
RWC215,22/10/2024,15
RWC215,19/11/2024,15
RWC215,11/12/2024,15
RWC215,16/01/2025,15
RWC215,10/02/2025,15
RWC215,10/03/2025,7.5
RWC215,07/04/2025,£18
RWC215,06/05/2025,£18
RWC215,02/06/2025,£18
RWC215,01/07/2025,£18
RWC216,21/08/2024,20
RWC216,17/09/2024,20
RWC216,16/10/2024,20
RWC216,13/11/2024,20
RWC216,05/12/2024,20
RWC216,08/01/2025,20
RWC216,04/02/2025,20
RWC216,05/03/2025,20
RWC216,01/04/2025,£20
RWC216,28/04/2025,£25
RWC216,27/05/2025,£25
RWC216,23/06/2025,£25
RWC217,26/08/2024,20
RWC217,23/09/2024,20
RWC217,22/10/2024,20
RWC217,18/11/2024,20
RWC217,10/12/2024,20
RWC217,16/01/2025,20
RWC217,10/02/2025,20
RWC217,10/03/2025,20
RWC217,07/04/2025,£22
RWC217,06/05/2025,£22
RWC217,02/06/2025,£22
RWC217,30/06/2025,£22
RWC218,07/08/2024,15
RWC218,05/09/2024,15
RWC218,01/10/2024,15
RWC218,31/10/2024,15
RWC218,28/11/2024,15
RWC218,18/12/2024,15
RWC218,21/01/2025,15
RWC218,18/02/2025,15
RWC218,18/03/2025,15
RWC218,15/04/2025,£18
RWC218,13/05/2025,£9
RWC218,09/06/2025,£18
RWC218,08/07/2025,£18
RWC219,02/09/2024,20
RWC219,23/09/2024,20
RWC219,22/10/2024,20
RWC219,19/11/2024,20
RWC219,11/12/2024,20
RWC219,16/01/2025,20
RWC219,10/02/2025,20
RWC219,10/03/2025,20
RWC219,07/04/2025,£22
RWC219,06/05/2025,£22
RWC219,02/06/2025,£22
RWC219,01/07/2025,£22
RWC22,05/09/2024,10
RWC22,31/10/2024,10
RWC22,18/12/2024,10
RWC22,19/02/2025,10
RWC22,16/04/2025,£10
RWC22,10/06/2025,£10
RWC220,21/08/2024,12
RWC220,18/09/2024,12
RWC220,17/10/2024,12
RWC220,13/11/2024,12
RWC220,09/12/2024,12
RWC220,09/01/2025,12
RWC220,05/02/2025,12
RWC220,03/03/2025,12
RWC220,02/04/2025,£12
RWC220,29/04/2025,£15
RWC220,24/06/2025,£11
RWC221,03/09/2024,30
RWC221,24/10/2024,30
RWC221,12/12/2024,30
RWC221,12/02/2025,30
RWC221,09/04/2025,£30
RWC221,03/06/2025,£30
RWC222,21/08/2024,10
RWC222,18/09/2024,10
RWC222,16/10/2024,10
RWC222,13/11/2024,10
RWC222,05/12/2024,10
RWC222,08/01/2025,10
RWC222,04/02/2025,10
RWC222,05/03/2025,10
RWC222,01/04/2025,£10
RWC222,29/04/2025,£12
RWC222,27/05/2025,£12
RWC223,27/08/2024,18
RWC223,24/09/2024,18
RWC223,23/10/2024,18
RWC223,19/11/2024,18
RWC223,11/12/2024,18
RWC223,14/01/2025,18
RWC223,11/02/2025,18
RWC223,11/03/2025,18
RWC223,08/04/2025,£20
RWC223,06/05/2025,£20
RWC223,02/06/2025,£20
RWC223,01/07/2025,£20
RWC224,03/09/2024,45
RWC224,30/10/2024,45
RWC224,18/12/2024,45
RWC224,18/02/2025,45
RWC224,15/04/2025,£45
RWC224,12/06/2025,£45
RWC225,22/08/2024,22
RWC225,18/10/2024,22
RWC225,10/12/2024,22
RWC225,06/02/2025,22
RWC225,03/04/2025,£22
RWC225,28/05/2025,£22
RWC226,14/08/2024,12
RWC226,10/10/2024,12
RWC226,07/11/2024,12
RWC226,09/11/2024,12
RWC226,04/12/2024,12
RWC226,03/01/2025,12
RWC226,29/01/2025,12
RWC226,26/02/2025,12
RWC226,26/03/2025,£12
RWC226,23/04/2025,£15
RWC226,20/05/2025,£15
RWC226,18/06/2025,£15
RWC227,21/08/2024,18
RWC227,16/10/2024,18
RWC227,05/12/2024,18
RWC227,04/02/2025,18
RWC227,01/04/2025,£18
RWC227,27/05/2025,£18
RWC228,05/08/2024,22
RWC228,04/10/2024,22
RWC228,27/11/2024,22
RWC228,20/01/2025,22
RWC228,17/03/2025,22
RWC228,12/05/2025,£22
RWC228,07/07/2025,£22
RWC229,05/08/2024,18
RWC229,03/09/2024,16
RWC229,04/10/2024,18
RWC229,30/10/2024,18
RWC229,27/11/2024,18
RWC229,17/12/2024,34
RWC229,17/12/2024,18
RWC229,20/01/2025,18
RWC229,17/02/2025,16
RWC229,17/03/2025,16
RWC229,12/05/2025,£30
RWC229,07/07/2025,£30
RWC23,02/09/2024,12
RWC23,23/09/2024,12
RWC23,22/10/2024,12
RWC23,19/11/2024,12
RWC23,11/12/2024,12
RWC23,16/01/2025,12
RWC23,11/02/2025,12
RWC23,10/03/2025,12
RWC23,07/04/2025,£15
RWC23,06/05/2025,£15
RWC23,02/06/2025,£15
RWC23,02/07/2025,£15
RWC230,05/08/2024,30
RWC230,04/10/2024,30
RWC230,27/11/2024,30
RWC230,20/01/2025,30
RWC230,17/03/2025,30
RWC230,12/05/2025,£30
RWC230,07/07/2025,£30
RWC231,16/09/2024,18
RWC231,12/11/2024,18
RWC231,07/01/2025,18
RWC231,03/03/2025,18
RWC231,28/04/2025,£18
RWC231,23/06/2025,£18
RWC232,02/09/2024,30
RWC232,22/10/2024,30
RWC232,11/12/2024,30
RWC232,10/02/2025,30
RWC232,07/04/2025,£30
RWC232,02/06/2025,£30
RWC233,13/09/2024,22
RWC233,07/11/2024,22
RWC233,03/01/2025,22
RWC233,27/02/2025,22
RWC233,24/04/2025,£22
RWC233,18/06/2025,£22
RWC234,20/08/2024,12
RWC234,16/09/2024,12
RWC234,15/10/2024,12
RWC234,12/11/2024,12
RWC234,05/12/2024,12
RWC234,07/01/2025,12
RWC234,30/01/2025,12
RWC234,03/03/2025,12
RWC234,28/04/2025,£12
RWC234,26/05/2025,£12
RWC234,23/06/2025,£12
RWC235,27/08/2024,15
RWC235,24/09/2024,15
RWC235,23/10/2024,15
RWC235,19/11/2024,15
RWC235,12/12/2024,15
RWC235,14/01/2025,15
RWC235,11/02/2025,15
RWC235,11/03/2025,15
RWC235,08/04/2025,£18
RWC235,06/05/2025,£18
RWC235,02/06/2025,£18
RWC235,01/07/2025,£18
RWC236,06/08/2024,12
RWC236,04/09/2024,12
RWC236,01/10/2024,12
RWC236,30/10/2024,12
RWC236,28/11/2024,12
RWC236,17/12/2024,12
RWC236,21/01/2025,12
RWC236,17/02/2025,12
RWC236,17/03/2025,12
RWC236,15/04/2025,£15
RWC236,12/05/2025,£15
RWC236,07/07/2025,£15
RWC237,01/08/2024,22
RWC237,25/09/2024,22
RWC237,22/11/2024,22
RWC237,15/01/2025,36
RWC237,15/01/2025,22
RWC237,12/03/2025,22
RWC237,07/05/2025,£22
RWC237,02/07/2025,£22
RWC238,06/08/2024,12
RWC238,04/09/2024,12
RWC238,01/10/2024,12
RWC238,30/10/2024,12
RWC238,27/11/2024,12
RWC238,17/12/2024,12
RWC238,21/01/2025,12
RWC238,17/02/2025,12
RWC238,17/03/2025,12
RWC238,15/04/2025,12
RWC238,12/05/2025,12
RWC238,09/06/2025,£12
RWC238,07/07/2025,£12
RWC239,06/08/2024,15
RWC239,04/09/2024,15
RWC239,01/10/2024,15
RWC239,30/10/2024,15
RWC239,27/11/2024,15
RWC239,17/12/2024,15
RWC239,21/01/2025,7.5
RWC239,17/02/2025,15
RWC239,17/03/2025,15
RWC239,15/04/2025,18
RWC239,12/05/2025,18
RWC239,09/06/2025,£18
RWC239,07/07/2025,£18
RWC24,02/09/2024,22
RWC24,22/10/2024,22
RWC24,11/12/2024,22
RWC24,11/02/2025,22
RWC24,07/04/2025,£25
RWC24,02/06/2025,£25
RWC241,02/09/2024,20
RWC241,23/09/2024,20
RWC241,22/10/2024,20
RWC241,19/11/2024,20
RWC241,11/12/2024,20
RWC241,16/01/2025,20
RWC241,10/02/2025,20
RWC241,10/03/2025,20
RWC241,07/04/2025,£22
RWC241,06/05/2025,£22
RWC241,02/06/2025,£22
RWC241,01/07/2025,£22
RWC242,06/09/2024,30
RWC242,01/11/2024,30
RWC242,19/12/2024,30
RWC242,20/02/2025,30
RWC242,17/04/2025,£30
RWC242,11/06/2025,£30
RWC243,02/09/2024,15
RWC243,23/09/2024,15
RWC243,22/10/2024,15
RWC243,19/11/2024,15
RWC243,10/12/2024,15
RWC243,16/01/2025,15
RWC243,10/02/2025,15
RWC243,10/03/2025,15
RWC243,07/04/2025,£15
RWC243,06/05/2025,£15
RWC243,02/06/2025,£15
RWC243,02/07/2025,£15
RWC244,09/08/2024,15
RWC244,06/09/2024,15
RWC244,03/10/2024,15
RWC244,01/11/2024,15
RWC244,29/11/2024,15
RWC244,19/12/2024,15
RWC244,23/01/2025,15
RWC244,20/02/2025,15
RWC244,19/03/2025,15
RWC244,17/04/2025,£18
RWC244,15/05/2025,£18
RWC244,11/06/2025,£18
RWC244,10/07/2025,£18
RWC245,14/08/2024,25
RWC245,10/10/2024,25
RWC245,04/12/2024,25
RWC245,29/01/2025,25
RWC245,26/02/2025,25
RWC245,24/04/2025,£25
RWC245,18/06/2025,£25
RWC246,22/08/2024,15
RWC246,18/09/2024,5
RWC246,16/10/2024,15
RWC246,14/11/2024,15
RWC246,10/12/2024,15
RWC246,09/01/2025,15
RWC246,05/02/2025,15
RWC246,06/03/2025,15
RWC246,02/04/2025,£15
RWC246,29/04/2025,£68
RWC246,29/04/2025,£24
RWC246,29/04/2025,£18
RWC246,28/05/2025,£18
RWC246,30/06/2025,£18
RWC247,02/10/2024,60
RWC247,28/11/2024,60
RWC247,22/01/2025,60
RWC247,18/03/2025,60
RWC247,14/05/2025,£60
RWC247,14/05/2025,£68
RWC247,09/07/2025,£60
RWC248,09/09/2024,25
RWC248,06/11/2024,25
RWC248,02/01/2025,25
RWC248,25/02/2025,25
RWC248,23/04/2025,£25
RWC248,17/06/2025,£25
RWC249,17/09/2024,35
RWC249,12/11/2024,20
RWC249,12/11/2024,35
RWC249,07/01/2025,35
RWC249,04/03/2025,35
RWC249,28/04/2025,£35
RWC249,23/06/2025,£40
RWC25,12/08/2024,57
RWC25,08/10/2024,57
RWC25,02/12/2024,57
RWC25,27/01/2025,84
RWC25,27/01/2025,57
RWC25,25/02/2025,57
RWC25,24/04/2025,£57
RWC25,16/06/2025,£57
RWC25,20/06/2025,£0
RWC250,22/08/2024,15
RWC250,17/09/2024,15
RWC250,17/10/2024,15
RWC250,15/11/2024,120
RWC250,15/11/2024,15
RWC250,10/12/2024,15
RWC250,13/01/2025,15
RWC250,06/02/2025,15
RWC250,06/03/2025,15
RWC250,03/04/2025,£15
RWC250,02/05/2025,£15
RWC250,28/05/2025,£15
RWC250,30/06/2025,£15
RWC251,12/08/2024,10
RWC251,09/09/2024,10
RWC251,08/10/2024,10
RWC251,05/11/2024,10
RWC251,02/12/2024,10
RWC251,31/12/2024,10
RWC251,27/01/2025,10
RWC251,24/02/2025,5
RWC251,24/03/2025,£10
RWC251,22/04/2025,£10
RWC251,19/05/2025,£10
RWC251,16/06/2025,£10
RWC252,14/05/2025,£375
RWC252,09/07/2025,£375
RWC253,22/08/2024,12
RWC253,17/09/2024,12
RWC253,18/10/2024,12
RWC253,14/11/2024,12
RWC253,10/12/2024,12
RWC253,13/01/2025,12
RWC253,06/02/2025,12
RWC253,06/03/2025,12
RWC253,03/04/2025,£12
RWC253,01/05/2025,£12
RWC253,28/05/2025,£12
RWC253,30/06/2025,£12
RWC254,26/08/2024,15
RWC254,23/09/2024,15
RWC254,22/10/2024,15
RWC254,18/11/2024,15
RWC254,10/12/2024,15
RWC254,16/01/2025,15
RWC254,10/02/2025,15
RWC254,10/03/2025,15
RWC254,07/04/2025,£15
RWC254,06/05/2025,£15
RWC254,02/06/2025,£15
RWC254,30/06/2025,£15
RWC255,21/08/2024,12
RWC255,18/09/2024,12
RWC255,17/10/2024,12
RWC255,13/11/2024,12
RWC255,09/12/2024,12
RWC255,09/01/2025,12
RWC255,05/02/2025,12
RWC255,03/03/2025,12
RWC255,02/04/2025,£12
RWC255,29/04/2025,£12
RWC255,27/05/2025,£12
RWC255,25/06/2025,£12
RWC257,22/08/2024,12
RWC257,16/09/2024,12
RWC257,17/10/2024,12
RWC257,14/11/2024,12
RWC257,10/12/2024,12
RWC257,09/01/2025,12
RWC257,05/02/2025,12
RWC257,04/03/2025,12
RWC257,02/04/2025,£12
RWC257,29/04/2025,£12
RWC258,22/08/2024,18
RWC258,17/09/2024,18
RWC258,18/10/2024,18
RWC258,14/11/2024,18
RWC258,10/12/2024,18
RWC258,13/01/2025,18
RWC258,06/02/2025,18
RWC258,06/03/2025,18
RWC258,03/04/2025,£6
RWC258,02/05/2025,£18
RWC258,28/05/2025,£18
RWC258,26/06/2025,£18
RWC258,26/06/2025,£32
RWC258,26/06/2025,£88
RWC259,30/08/2024,30
RWC259,25/10/2024,30
RWC259,13/02/2025,15
RWC259,10/04/2025,£30
RWC259,04/06/2025,£30
RWC26,05/08/2024,15
RWC26,04/09/2024,15
RWC26,04/10/2024,15
RWC26,30/10/2024,15
RWC26,27/11/2024,15
RWC26,17/12/2024,15
RWC26,20/01/2025,15
RWC26,17/02/2025,15
RWC26,17/03/2025,15
RWC26,14/04/2025,£18
RWC26,12/05/2025,£18
RWC26,09/06/2025,£18
RWC26,07/07/2025,£18
RWC260,02/08/2024,30
RWC260,27/09/2024,30
RWC260,25/11/2024,100
RWC260,25/11/2024,30
RWC260,13/01/2025,30
RWC260,13/03/2025,30
RWC260,08/05/2025,£30
RWC260,03/07/2025,£30
RWC261,02/08/2024,45
RWC261,27/09/2024,45
RWC261,25/11/2024,45
RWC261,13/01/2025,45
RWC261,13/03/2025,45
RWC261,05/04/2025,£45
RWC261,08/05/2025,£45
RWC262,02/08/2024,15
RWC262,30/08/2024,15
RWC262,27/09/2024,15
RWC262,13/03/2025,15
RWC262,10/04/2025,15
RWC262,08/05/2025,15
RWC262,04/06/2025,£15
RWC262,03/07/2025,£15
RWC263,09/08/2024,30
RWC263,01/11/2024,30
RWC263,19/12/2024,30
RWC263,13/03/2025,30
RWC263,11/06/2025,£30
RWC264,09/08/2024,15
RWC264,06/09/2024,15
RWC264,03/10/2024,15
RWC264,01/11/2024,15
RWC264,20/12/2024,15
RWC264,19/02/2025,22
RWC264,17/04/2025,£22
RWC264,11/06/2025,£22
RWC265,09/08/2024,25
RWC265,06/09/2024,25
RWC265,03/10/2024,25
RWC265,01/11/2024,25
RWC265,29/11/2024,25
RWC265,20/12/2024,25
RWC265,23/01/2025,25
RWC265,20/02/2025,25
RWC265,19/03/2025,25
RWC265,15/05/2025,30
RWC265,11/06/2025,£30
RWC265,10/07/2025,£30
RWC266,09/08/2024,15
RWC266,06/09/2024,15
RWC266,03/10/2024,15
RWC266,01/11/2024,15
RWC266,29/11/2024,15
RWC266,19/12/2024,15
RWC266,23/01/2025,15
RWC266,20/02/2025,15
RWC266,19/03/2025,15
RWC266,17/04/2025,£18
RWC266,15/05/2025,£18
RWC266,11/06/2025,£18
RWC266,11/07/2025,£18
RWC267,09/08/2024,15
RWC267,06/09/2024,15
RWC267,03/10/2024,15
RWC267,01/11/2024,15
RWC267,29/11/2024,15
RWC267,20/12/2024,15
RWC267,23/01/2025,15
RWC267,19/02/2025,15
RWC267,19/03/2025,15
RWC267,17/04/2025,£15
RWC267,15/05/2025,£15
RWC267,11/06/2025,£15
RWC267,10/07/2025,£15
RWC268,13/08/2024,15
RWC268,09/10/2024,15
RWC268,06/11/2024,15
RWC268,03/12/2024,15
RWC268,02/01/2025,15
RWC268,28/01/2025,15
RWC268,25/02/2025,15
RWC268,25/03/2025,£15
RWC268,25/03/2025,£5
RWC268,23/04/2025,£15
RWC268,20/05/2025,£15
RWC268,17/06/2025,£15
RWC27,13/08/2024,30
RWC27,08/10/2024,30
RWC27,02/12/2024,30
RWC27,27/01/2025,30
RWC27,24/03/2025,£30
RWC27,19/05/2025,£35
RWC270,02/09/2024,18
RWC270,24/09/2024,18
RWC270,29/10/2024,10
RWC270,22/11/2024,18
RWC270,12/12/2024,18
RWC270,14/01/2025,18
RWC270,11/02/2025,18
RWC270,11/03/2025,18
RWC270,08/04/2025,£18
RWC270,03/06/2025,£18
RWC270,02/07/2025,£18
RWC271,22/08/2024,20
RWC271,16/09/2024,20
RWC271,17/10/2024,20
RWC271,14/11/2024,20
RWC271,09/12/2024,20
RWC271,09/01/2025,20
RWC271,05/02/2025,20
RWC271,04/03/2025,20
RWC271,02/04/2025,£20
RWC271,29/04/2025,£20
RWC271,27/05/2025,£20
RWC271,25/06/2025,£20
RWC272,29/08/2024,35
RWC272,24/10/2024,35
RWC272,16/12/2024,35
RWC272,12/02/2025,35
RWC272,09/04/2025,£35
RWC272,04/06/2025,£35
RWC273,12/08/2024,30
RWC273,08/10/2024,30
RWC273,09/10/2024,20
RWC273,09/10/2024,30
RWC273,05/11/2024,20
RWC273,05/11/2024,30
RWC273,02/12/2024,30
RWC273,31/12/2024,20
RWC273,31/12/2024,30
RWC273,27/01/2025,30
RWC273,24/02/2025,30
RWC273,24/02/2025,20
RWC273,24/03/2025,£30
RWC273,21/04/2025,£20
RWC273,21/04/2025,£30
RWC273,19/05/2025,£30
RWC273,16/06/2025,£20
RWC273,16/06/2025,£30
RWC273,16/06/2025,£56
RWC274,22/08/2024,30
RWC274,16/10/2024,30
RWC274,09/12/2024,30
RWC274,05/02/2025,30
RWC274,02/04/2025,£30
RWC274,27/05/2025,£30
RWC275,22/08/2024,18
RWC275,17/09/2024,18
RWC275,18/10/2024,18
RWC275,14/11/2024,18
RWC275,10/12/2024,18
RWC275,13/01/2025,18
RWC275,06/02/2025,18
RWC275,06/03/2025,18
RWC275,03/04/2025,£18
RWC275,02/05/2025,£18
RWC275,28/05/2025,£18
RWC276,26/08/2024,25
RWC276,23/09/2024,25
RWC276,22/10/2024,25
RWC276,18/11/2024,25
RWC276,11/12/2024,25
RWC276,16/01/2025,25
RWC276,10/02/2025,25
RWC276,10/03/2025,25
RWC276,07/04/2025,£25
RWC276,06/05/2025,£25
RWC276,02/06/2025,£25
RWC276,30/06/2025,£25
RWC277,03/09/2024,18
RWC277,24/09/2024,18
RWC277,29/10/2024,18
RWC277,22/11/2024,18
RWC277,12/12/2024,18
RWC277,14/01/2025,18
RWC277,12/02/2025,18
RWC277,11/03/2025,18
RWC277,08/04/2025,£18
RWC277,05/05/2025,£18
RWC277,03/06/2025,£18
RWC277,03/07/2025,£18
RWC278,08/08/2024,15
RWC278,05/09/2024,15
RWC278,31/10/2024,15
RWC278,28/11/2024,15
RWC278,18/12/2024,7.5
RWC278,22/01/2025,15
RWC278,19/02/2025,15
RWC278,18/03/2025,15
RWC278,16/04/2025,7.5
RWC278,13/05/2025,£15
RWC278,10/06/2025,£15
RWC278,08/07/2025,£15
RWC279,22/08/2024,12
RWC279,17/09/2024,12
RWC279,18/10/2024,12
RWC279,14/11/2024,12
RWC279,10/12/2024,12
RWC279,13/01/2025,12
RWC279,06/02/2025,12
RWC279,06/03/2025,12
RWC279,03/04/2025,£12
RWC279,01/05/2025,£12
RWC279,28/05/2025,£12
RWC279,30/06/2025,£12
RWC28,18/09/2024,25
RWC28,13/11/2024,25
RWC28,08/01/2025,25
RWC28,05/03/2025,25
RWC28,29/04/2025,£25
RWC28,24/06/2025,£25
RWC280,22/08/2024,50
RWC280,19/09/2024,50
RWC280,17/10/2024,50
RWC280,15/11/2024,50
RWC280,09/01/2025,50
RWC280,05/02/2025,50
RWC280,06/03/2025,50
RWC280,03/04/2025,£50
RWC280,02/05/2025,£60
RWC280,28/05/2025,£60
RWC280,30/06/2025,£60
RWC281,13/08/2024,18
RWC281,09/10/2024,18
RWC281,06/11/2024,18
RWC281,03/12/2024,18
RWC281,02/01/2025,18
RWC281,28/01/2025,50
RWC281,28/01/2025,18
RWC281,26/02/2025,18
RWC281,25/03/2025,£18
RWC281,23/04/2025,£18
RWC281,20/05/2025,£18
RWC281,17/06/2025,£18
RWC282,15/04/2025,£64
RWC283,02/09/2024,22
RWC283,29/10/2024,10
RWC283,12/12/2024,22
RWC283,11/02/2025,22
RWC283,08/04/2025,£10
RWC283,03/06/2025,£22
RWC284,23/09/2024,30
RWC284,19/11/2024,30
RWC284,16/01/2025,30
RWC284,10/03/2025,30
RWC284,06/05/2025,£20
RWC284,01/07/2025,£30
RWC285,12/08/2024,15
RWC285,08/10/2024,15
RWC285,09/10/2024,15
RWC285,05/11/2024,15
RWC285,02/12/2024,15
RWC285,31/12/2024,15
RWC285,27/01/2025,15
RWC285,24/02/2025,15
RWC285,24/03/2025,£15
RWC285,21/04/2025,£15
RWC285,19/05/2025,£15
RWC285,16/06/2025,£15
RWC286,02/08/2024,22
RWC286,25/09/2024,22
RWC286,25/11/2024,22
RWC286,13/01/2025,22
RWC286,13/03/2025,40
RWC286,13/03/2025,22
RWC286,08/05/2025,£22
RWC286,03/07/2025,£22
RWC287,14/08/2024,18
RWC287,10/10/2024,18
RWC287,07/11/2024,18
RWC287,09/11/2024,18
RWC287,04/12/2024,18
RWC287,03/01/2025,9
RWC287,29/01/2025,18
RWC287,26/02/2025,9
RWC287,26/03/2025,£18
RWC287,24/04/2025,£18
RWC287,22/05/2025,£18
RWC287,18/06/2025,£18
RWC288,08/08/2024,18
RWC288,06/09/2024,18
RWC288,03/10/2024,18
RWC288,01/11/2024,18
RWC288,28/11/2024,18
RWC288,20/12/2024,18
RWC288,23/01/2025,18
RWC288,19/02/2025,18
RWC288,19/03/2025,18
RWC288,14/04/2025,£18
RWC288,15/05/2025,£18
RWC288,10/06/2025,£18
RWC288,10/07/2025,£18
RWC289,08/08/2024,18
RWC289,06/09/2024,18
RWC289,03/10/2024,18
RWC289,01/11/2024,18
RWC289,28/11/2024,18
RWC289,20/12/2024,18
RWC289,23/01/2025,18
RWC289,19/02/2025,18
RWC289,19/03/2025,18
RWC289,14/04/2025,£18
RWC289,15/05/2025,£18
RWC289,10/06/2025,£18
RWC289,10/07/2025,£18
RWC29,23/09/2024,10
RWC29,19/11/2024,10
RWC29,16/01/2025,10
RWC29,10/03/2025,10
RWC29,06/05/2025,£10
RWC29,02/07/2025,£10
RWC290,09/08/2024,15
RWC290,06/09/2024,15
RWC290,03/10/2024,15
RWC290,01/11/2024,15
RWC290,29/11/2024,15
RWC290,20/12/2024,15
RWC290,23/01/2025,15
RWC290,19/02/2025,15
RWC290,19/03/2025,15
RWC290,17/04/2025,£18
RWC290,15/05/2025,£18
RWC290,11/06/2025,£18
RWC290,10/07/2025,£18
RWC291,12/08/2024,25
RWC291,08/10/2024,25
RWC291,02/12/2024,25
RWC291,27/01/2025,25
RWC291,24/03/2025,£25
RWC291,19/05/2025,£25
RWC292,15/08/2024,15
RWC292,13/09/2024,15
RWC292,11/10/2024,15
RWC292,07/11/2024,15
RWC292,04/12/2024,15
RWC292,03/01/2025,15
RWC292,30/01/2025,15
RWC292,26/02/2025,15
RWC292,25/03/2025,£15
RWC292,24/04/2025,£15
RWC292,22/05/2025,£15
RWC292,18/06/2025,£15
RWC293,14/08/2024,18
RWC293,10/10/2024,18
RWC293,06/11/2024,18
RWC293,09/11/2024,18
RWC293,03/12/2024,18
RWC293,02/01/2025,18
RWC293,29/01/2025,18
RWC293,26/02/2025,18
RWC293,25/03/2025,£18
RWC293,23/04/2025,£18
RWC293,20/05/2025,£18
RWC293,17/06/2025,£18
RWC294,18/09/2024,22
RWC294,12/11/2024,22
RWC294,07/01/2025,22
RWC294,04/03/2025,22
RWC294,28/04/2025,£22
